0.00000 <init Client> [INFO]:	(Logging enabled)
90.74998 <pathGenerator> [DEBUG]:	(Movement: 211.37 px)
90.75244 <client sender> [STATUS]:	(create rotate -1.2888336805095508)
90.75244 <client sender> [COMMAND]:	(sending command rotate 24.61491012916987)
90.75244 <client sender> [STATUS]:	(has ball False)
91.31523 <client reciever> [RESPONSE]:	(modified OK)
91.31523 <client Loop> [FPS]:	(1.6701637748858864)
91.31620 <client Loop> [STATUS]:	(generating frame)
91.34796 <pathGenerator> [DEBUG]:	(adjusted target)
91.34796 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
91.34796 <pathGenerator> [DEBUG]:	(From:   (366.00, 206.00))
91.34796 <pathGenerator> [DEBUG]:	(Angle to target: 2.55 rad)
91.34796 <pathGenerator> [DEBUG]:	(Rotation applied: -0.62 rad)
91.34796 <pathGenerator> [DEBUG]:	(Movement: 241.46 px)
91.35098 <client sender> [STATUS]:	(create rotate -0.6247154722877866)
91.35098 <client sender> [COMMAND]:	(sending command rotate 11.931186652870702)
91.35108 <client sender> [STATUS]:	(has ball False)
91.68832 <client reciever> [RESPONSE]:	(modified OK)
91.68832 <client Loop> [FPS]:	(2.68730758856292)
91.68832 <client Loop> [STATUS]:	(generating frame)
91.72133 <pathGenerator> [DEBUG]:	(adjusted target)
91.72133 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
91.72133 <pathGenerator> [DEBUG]:	(From:   (336.00, 158.00))
91.72133 <pathGenerator> [DEBUG]:	(Angle to target: 2.67 rad)
91.72133 <pathGenerator> [DEBUG]:	(Rotation applied: 1.77 rad)
91.72133 <pathGenerator> [DEBUG]:	(Movement: 246.45 px)
91.72533 <client sender> [STATUS]:	(create rotate 1.7744788626338517)
91.72533 <client sender> [COMMAND]:	(sending command rotate -33.89004988803142)
91.72533 <client sender> [STATUS]:	(has ball False)
91.88056 <client reciever> [RESPONSE]:	(modified OK)
91.88056 <client Loop> [FPS]:	(5.201876210768616)
91.88159 <client Loop> [STATUS]:	(generating frame)
91.91893 <pathGenerator> [DEBUG]:	(adjusted target)
91.91893 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
91.91893 <pathGenerator> [DEBUG]:	(From:   (350.00, 209.00))
91.91893 <pathGenerator> [DEBUG]:	(Angle to target: 2.43 rad)
91.91893 <pathGenerator> [DEBUG]:	(Rotation applied: -1.11 rad)
91.91893 <pathGenerator> [DEBUG]:	(Movement: 249.99 px)
91.92199 <client sender> [STATUS]:	(create rotate -1.1074651609621997)
91.92199 <client sender> [COMMAND]:	(sending command rotate 21.151026560303475)
91.92199 <client sender> [STATUS]:	(has ball False)
92.36895 <client reciever> [RESPONSE]:	(modified OK)
92.36895 <client Loop> [FPS]:	(2.0518642775970175)
92.36895 <client Loop> [STATUS]:	(generating frame)
92.40093 <pathGenerator> [DEBUG]:	(adjusted target)
92.40093 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
92.40093 <pathGenerator> [DEBUG]:	(From:   (354.00, 208.00))
92.40093 <pathGenerator> [DEBUG]:	(Angle to target: 2.45 rad)
92.40093 <pathGenerator> [DEBUG]:	(Rotation applied: -1.01 rad)
92.40093 <pathGenerator> [DEBUG]:	(Movement: 251.37 px)
92.40393 <client sender> [STATUS]:	(create rotate -1.0141608472147954)
92.40403 <client sender> [COMMAND]:	(sending command rotate 19.369045430939895)
92.40403 <client sender> [STATUS]:	(has ball False)
92.68586 <client reciever> [RESPONSE]:	(modified OK)
92.68586 <client Loop> [FPS]:	(3.155474471774694)
92.68669 <client Loop> [STATUS]:	(generating frame)
92.71810 <pathGenerator> [DEBUG]:	(adjusted target)
92.71910 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
92.71910 <pathGenerator> [DEBUG]:	(From:   (351.00, 210.00))
92.71910 <pathGenerator> [DEBUG]:	(Angle to target: 2.44 rad)
92.71910 <pathGenerator> [DEBUG]:	(Rotation applied: -1.07 rad)
92.71910 <pathGenerator> [DEBUG]:	(Movement: 248.88 px)
92.72211 <client sender> [STATUS]:	(create rotate -1.0670275297811345)
92.72211 <client sender> [COMMAND]:	(sending command rotate 20.378724693576256)
92.72211 <client sender> [STATUS]:	(has ball False)
92.96722 <client reciever> [RESPONSE]:	(modified OK)
92.96722 <client Loop> [FPS]:	(3.5646450911068808)
92.96826 <client Loop> [STATUS]:	(generating frame)
93.00165 <pathGenerator> [DEBUG]:	(adjusted target)
93.00165 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
93.00165 <pathGenerator> [DEBUG]:	(From:   (348.00, 212.00))
93.00165 <pathGenerator> [DEBUG]:	(Angle to target: 2.42 rad)
93.00165 <pathGenerator> [DEBUG]:	(Rotation applied: -1.22 rad)
93.00165 <pathGenerator> [DEBUG]:	(Movement: 248.01 px)
93.00465 <client sender> [STATUS]:	(create rotate -1.2207279684872003)
93.00475 <client sender> [COMMAND]:	(sending command rotate 23.314186842631845)
93.00475 <client sender> [STATUS]:	(has ball False)
93.24474 <client reciever> [RESPONSE]:	(modified OK)
93.24528 <client Loop> [FPS]:	(3.6098355294299904)
93.24528 <client Loop> [STATUS]:	(generating frame)
93.27967 <pathGenerator> [DEBUG]:	(adjusted target)
93.27967 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
93.27967 <pathGenerator> [DEBUG]:	(From:   (353.00, 211.00))
93.27967 <pathGenerator> [DEBUG]:	(Angle to target: 2.45 rad)
93.27967 <pathGenerator> [DEBUG]:	(Rotation applied: -1.06 rad)
93.27967 <pathGenerator> [DEBUG]:	(Movement: 251.96 px)
93.28267 <client sender> [STATUS]:	(create rotate -1.0622531518651717)
93.28277 <client sender> [COMMAND]:	(sending command rotate 20.287540792114545)
93.28277 <client sender> [STATUS]:	(has ball False)
93.54775 <client reciever> [RESPONSE]:	(modified OK)
93.54775 <client Loop> [FPS]:	(3.3061341922037957)
93.54775 <client Loop> [STATUS]:	(generating frame)
93.58040 <pathGenerator> [DEBUG]:	(adjusted target)
93.58040 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
93.58040 <pathGenerator> [DEBUG]:	(From:   (359.00, 157.00))
93.58040 <pathGenerator> [DEBUG]:	(Angle to target: 2.83 rad)
93.58040 <pathGenerator> [DEBUG]:	(Rotation applied: 1.67 rad)
93.58040 <pathGenerator> [DEBUG]:	(Movement: 288.75 px)
93.58340 <client sender> [STATUS]:	(create rotate 1.6650226305227243)
93.58340 <client sender> [COMMAND]:	(sending command rotate -31.799589840907448)
93.58340 <client sender> [STATUS]:	(has ball False)
93.82451 <client reciever> [RESPONSE]:	(modified OK)
93.82451 <client Loop> [FPS]:	(3.613243809947158)
93.82451 <client Loop> [STATUS]:	(generating frame)
93.85805 <pathGenerator> [DEBUG]:	(adjusted target)
93.85805 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
93.85805 <pathGenerator> [DEBUG]:	(From:   (363.00, 210.00))
93.85805 <pathGenerator> [DEBUG]:	(Angle to target: 2.54 rad)
93.85805 <pathGenerator> [DEBUG]:	(Rotation applied: -0.72 rad)
93.85805 <pathGenerator> [DEBUG]:	(Movement: 243.41 px)
93.86147 <client sender> [STATUS]:	(create rotate -0.7156647377529421)
93.86147 <client sender> [COMMAND]:	(sending command rotate 13.668189673193487)
93.86147 <client sender> [STATUS]:	(has ball False)
94.22650 <client reciever> [RESPONSE]:	(modified OK)
94.22650 <client Loop> [FPS]:	(2.487637739841844)
94.22650 <client Loop> [STATUS]:	(generating frame)
94.25974 <pathGenerator> [DEBUG]:	(adjusted target)
94.26074 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
94.26074 <pathGenerator> [DEBUG]:	(From:   (363.00, 225.00))
94.26074 <pathGenerator> [DEBUG]:	(Angle to target: 2.65 rad)
94.26074 <pathGenerator> [DEBUG]:	(Rotation applied: -0.51 rad)
94.26074 <pathGenerator> [DEBUG]:	(Movement: 221.27 px)
94.26375 <client sender> [STATUS]:	(create rotate -0.5077360988964505)
94.26375 <client sender> [COMMAND]:	(sending command rotate 9.697045191067863)
94.26375 <client sender> [STATUS]:	(has ball False)
94.45854 <client reciever> [RESPONSE]:	(modified OK)
94.45854 <client Loop> [FPS]:	(4.309448144985877)
94.45854 <client Loop> [STATUS]:	(generating frame)
94.49152 <pathGenerator> [DEBUG]:	(adjusted target)
94.49152 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
94.49152 <pathGenerator> [DEBUG]:	(From:   (391.00, 164.00))
94.49152 <pathGenerator> [DEBUG]:	(Angle to target: 2.86 rad)
94.49152 <pathGenerator> [DEBUG]:	(Rotation applied: 2.06 rad)
94.49152 <pathGenerator> [DEBUG]:	(Movement: 260.10 px)
94.49452 <client sender> [STATUS]:	(create rotate 2.0621824203621024)
94.49452 <client sender> [COMMAND]:	(sending command rotate -39.38478309094049)
94.49452 <client sender> [STATUS]:	(has ball False)
94.62714 <client reciever> [RESPONSE]:	(modified OK)
94.62714 <client Loop> [FPS]:	(5.931463610548585)
94.62714 <client Loop> [STATUS]:	(generating frame)
94.66091 <pathGenerator> [DEBUG]:	(adjusted target)
94.66091 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
94.66091 <pathGenerator> [DEBUG]:	(From:   (375.00, 159.00))
94.66091 <pathGenerator> [DEBUG]:	(Angle to target: 2.84 rad)
94.66091 <pathGenerator> [DEBUG]:	(Rotation applied: 1.87 rad)
94.66091 <pathGenerator> [DEBUG]:	(Movement: 277.77 px)
94.66415 <client sender> [STATUS]:	(create rotate 1.8684188344161674)
94.66415 <client sender> [COMMAND]:	(sending command rotate -35.68417119159967)
94.66415 <client sender> [STATUS]:	(has ball False)
95.08961 <client reciever> [RESPONSE]:	(modified OK)
95.08961 <client Loop> [FPS]:	(2.1622954757994086)
95.08961 <client Loop> [STATUS]:	(generating frame)
95.12412 <pathGenerator> [DEBUG]:	(adjusted target)
95.12412 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
95.12412 <pathGenerator> [DEBUG]:	(From:   (383.00, 162.00))
95.12412 <pathGenerator> [DEBUG]:	(Angle to target: 2.85 rad)
95.12412 <pathGenerator> [DEBUG]:	(Rotation applied: 1.98 rad)
95.12412 <pathGenerator> [DEBUG]:	(Movement: 266.49 px)
95.12718 <client sender> [STATUS]:	(create rotate 1.9849027316365584)
95.12718 <client sender> [COMMAND]:	(sending command rotate -37.90884975558769)
95.12718 <client sender> [STATUS]:	(has ball False)
95.53015 <client reciever> [RESPONSE]:	(modified OK)
95.53015 <client Loop> [FPS]:	(2.269952103910161)
95.53015 <client Loop> [STATUS]:	(generating frame)
95.56562 <pathGenerator> [DEBUG]:	(adjusted target)
95.56562 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
95.56562 <pathGenerator> [DEBUG]:	(From:   (370.00, 159.00))
95.56562 <pathGenerator> [DEBUG]:	(Angle to target: 2.84 rad)
95.56562 <pathGenerator> [DEBUG]:	(Rotation applied: 1.82 rad)
95.56562 <pathGenerator> [DEBUG]:	(Movement: 279.09 px)
95.56862 <client sender> [STATUS]:	(create rotate 1.8224931651168657)
95.56862 <client sender> [COMMAND]:	(sending command rotate -34.80705551754516)
95.56862 <client sender> [STATUS]:	(has ball False)
95.96585 <client reciever> [RESPONSE]:	(modified OK)
95.96585 <client Loop> [FPS]:	(2.2951198585161707)
95.96585 <client Loop> [STATUS]:	(generating frame)
96.00088 <pathGenerator> [DEBUG]:	(adjusted target)
96.00088 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
96.00088 <pathGenerator> [DEBUG]:	(From:   (347.00, 211.00))
96.00088 <pathGenerator> [DEBUG]:	(Angle to target: 2.43 rad)
96.00088 <pathGenerator> [DEBUG]:	(Rotation applied: -1.11 rad)
96.00088 <pathGenerator> [DEBUG]:	(Movement: 245.56 px)
96.00388 <client sender> [STATUS]:	(create rotate -1.1137052596086547)
96.00388 <client sender> [COMMAND]:	(sending command rotate 21.270203665699196)
96.00388 <client sender> [STATUS]:	(has ball False)
96.36667 <client reciever> [RESPONSE]:	(modified OK)
96.36667 <client Loop> [FPS]:	(2.4948913159211186)
96.36771 <client Loop> [STATUS]:	(generating frame)
96.40231 <pathGenerator> [DEBUG]:	(adjusted target)
96.40231 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
96.40231 <pathGenerator> [DEBUG]:	(From:   (339.00, 218.00))
96.40231 <pathGenerator> [DEBUG]:	(Angle to target: 2.40 rad)
96.40231 <pathGenerator> [DEBUG]:	(Rotation applied: -1.50 rad)
96.40231 <pathGenerator> [DEBUG]:	(Movement: 231.29 px)
96.40534 <client sender> [STATUS]:	(create rotate -1.5026115835311842)
96.40534 <client sender> [COMMAND]:	(sending command rotate 28.697767327935406)
96.40534 <client sender> [STATUS]:	(has ball False)
96.68766 <client reciever> [RESPONSE]:	(modified OK)
96.68786 <client Loop> [FPS]:	(3.123571724862618)
96.68786 <client Loop> [STATUS]:	(generating frame)
96.72110 <pathGenerator> [DEBUG]:	(adjusted target)
96.72110 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
96.72110 <pathGenerator> [DEBUG]:	(From:   (334.00, 224.00))
96.72110 <pathGenerator> [DEBUG]:	(Angle to target: 2.42 rad)
96.72110 <pathGenerator> [DEBUG]:	(Rotation applied: -1.88 rad)
96.72110 <pathGenerator> [DEBUG]:	(Movement: 198.31 px)
96.72510 <client sender> [STATUS]:	(create rotate -1.8758876639079287)
96.72510 <client sender> [COMMAND]:	(sending command rotate 35.82681532752659)
96.72510 <client sender> [STATUS]:	(has ball False)
97.07788 <client reciever> [RESPONSE]:	(modified OK)
97.07788 <client Loop> [FPS]:	(2.5639545368130654)
97.07788 <client Loop> [STATUS]:	(generating frame)
97.11007 <pathGenerator> [DEBUG]:	(adjusted target)
97.11007 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
97.11007 <pathGenerator> [DEBUG]:	(From:   (333.00, 227.00))
97.11007 <pathGenerator> [DEBUG]:	(Angle to target: 2.43 rad)
97.11007 <pathGenerator> [DEBUG]:	(Rotation applied: -1.96 rad)
97.11007 <pathGenerator> [DEBUG]:	(Movement: 188.00 px)
97.11316 <client sender> [STATUS]:	(create rotate -1.961213811675454)
97.11316 <client sender> [COMMAND]:	(sending command rotate 37.45642471058952)
97.11316 <client sender> [STATUS]:	(has ball False)
97.51246 <client reciever> [RESPONSE]:	(modified OK)
97.51246 <client Loop> [FPS]:	(2.301097084006998)
97.51346 <client Loop> [STATUS]:	(generating frame)
97.54525 <pathGenerator> [DEBUG]:	(adjusted target)
97.54525 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
97.54525 <pathGenerator> [DEBUG]:	(From:   (337.00, 221.00))
97.54525 <pathGenerator> [DEBUG]:	(Angle to target: 2.39 rad)
97.54525 <pathGenerator> [DEBUG]:	(Rotation applied: -1.66 rad)
97.54525 <pathGenerator> [DEBUG]:	(Movement: 220.14 px)
97.54825 <client sender> [STATUS]:	(create rotate -1.6614965105784696)
97.54825 <client sender> [COMMAND]:	(sending command rotate 31.73224591061988)
97.54825 <client sender> [STATUS]:	(has ball False)
97.97057 <client reciever> [RESPONSE]:	(modified OK)
97.97057 <client Loop> [FPS]:	(2.1876792616882925)
97.97057 <client Loop> [STATUS]:	(generating frame)
98.00309 <pathGenerator> [DEBUG]:	(adjusted target)
98.00309 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
98.00309 <pathGenerator> [DEBUG]:	(From:   (339.00, 215.00))
98.00309 <pathGenerator> [DEBUG]:	(Angle to target: 2.40 rad)
98.00309 <pathGenerator> [DEBUG]:	(Rotation applied: -1.33 rad)
98.00309 <pathGenerator> [DEBUG]:	(Movement: 235.41 px)
98.00659 <client sender> [STATUS]:	(create rotate -1.3332143557877454)
98.00659 <client sender> [COMMAND]:	(sending command rotate 25.462518590963583)
98.00659 <client sender> [STATUS]:	(has ball False)
98.44189 <client reciever> [RESPONSE]:	(modified OK)
98.44189 <client Loop> [FPS]:	(2.1216818244129505)
98.44189 <client Loop> [STATUS]:	(generating frame)
98.47790 <pathGenerator> [DEBUG]:	(adjusted target)
98.47790 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
98.47790 <pathGenerator> [DEBUG]:	(From:   (349.00, 214.00))
98.47790 <pathGenerator> [DEBUG]:	(Angle to target: 2.46 rad)
98.47790 <pathGenerator> [DEBUG]:	(Rotation applied: -1.00 rad)
98.47790 <pathGenerator> [DEBUG]:	(Movement: 244.46 px)
98.48090 <client sender> [STATUS]:	(create rotate -0.9990885063425097)
98.48090 <client sender> [COMMAND]:	(sending command rotate 19.08118492448506)
98.48090 <client sender> [STATUS]:	(has ball False)
98.97806 <client reciever> [RESPONSE]:	(modified OK)
98.97806 <client Loop> [FPS]:	(1.8650792556765403)
98.97806 <client Loop> [STATUS]:	(generating frame)
99.01108 <pathGenerator> [DEBUG]:	(adjusted target)
99.01108 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
99.01108 <pathGenerator> [DEBUG]:	(From:   (367.00, 162.00))
99.01108 <pathGenerator> [DEBUG]:	(Angle to target: 2.85 rad)
99.01108 <pathGenerator> [DEBUG]:	(Rotation applied: 1.79 rad)
99.01108 <pathGenerator> [DEBUG]:	(Movement: 278.50 px)
99.01419 <client sender> [STATUS]:	(create rotate 1.7947505965458284)
99.01423 <client sender> [COMMAND]:	(sending command rotate -34.27721148688759)
99.01423 <client sender> [STATUS]:	(has ball False)
99.38980 <client reciever> [RESPONSE]:	(modified OK)
99.38980 <client Loop> [FPS]:	(2.428706926003347)
99.39084 <client Loop> [STATUS]:	(generating frame)
99.42426 <pathGenerator> [DEBUG]:	(adjusted target)
99.42426 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
99.42426 <pathGenerator> [DEBUG]:	(From:   (364.00, 215.00))
99.42426 <pathGenerator> [DEBUG]:	(Angle to target: 2.60 rad)
99.42426 <pathGenerator> [DEBUG]:	(Rotation applied: -0.54 rad)
99.42426 <pathGenerator> [DEBUG]:	(Movement: 230.34 px)
99.42754 <client sender> [STATUS]:	(create rotate -0.5353770086543581)
99.42754 <client sender> [COMMAND]:	(sending command rotate 10.224947681411223)
99.42754 <client sender> [STATUS]:	(has ball False)
99.92567 <client reciever> [RESPONSE]:	(modified OK)
99.92567 <client Loop> [FPS]:	(1.8697651818252738)
99.92567 <client Loop> [STATUS]:	(generating frame)
99.95876 <pathGenerator> [DEBUG]:	(adjusted target)
99.95876 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
99.95876 <pathGenerator> [DEBUG]:	(From:   (366.00, 216.00))
99.95876 <pathGenerator> [DEBUG]:	(Angle to target: 2.64 rad)
99.95876 <pathGenerator> [DEBUG]:	(Rotation applied: -0.39 rad)
99.95876 <pathGenerator> [DEBUG]:	(Movement: 221.93 px)
99.96176 <client sender> [STATUS]:	(create rotate -0.3901593312961191)
99.96176 <client sender> [COMMAND]:	(sending command rotate 7.451494340304694)
99.96176 <client sender> [STATUS]:	(has ball False)
100.27861 <client reciever> [RESPONSE]:	(modified OK)
100.27861 <client Loop> [FPS]:	(2.833286610685053)
100.27861 <client Loop> [STATUS]:	(generating frame)
100.31195 <pathGenerator> [DEBUG]:	(adjusted target)
100.31195 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
100.31195 <pathGenerator> [DEBUG]:	(From:   (388.00, 170.00))
100.31195 <pathGenerator> [DEBUG]:	(Angle to target: 2.87 rad)
100.31195 <pathGenerator> [DEBUG]:	(Rotation applied: 2.09 rad)
100.31195 <pathGenerator> [DEBUG]:	(Movement: 250.33 px)
100.31496 <client sender> [STATUS]:	(create rotate 2.0873357346614227)
100.31496 <client sender> [COMMAND]:	(sending command rotate -39.86517600764619)
100.31496 <client sender> [STATUS]:	(has ball False)
100.50622 <client reciever> [RESPONSE]:	(modified OK)
100.50674 <client Loop> [FPS]:	(4.383523160757247)
100.50674 <client Loop> [STATUS]:	(generating frame)
100.54265 <pathGenerator> [DEBUG]:	(adjusted target)
100.54265 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
100.54265 <pathGenerator> [DEBUG]:	(From:   (359.00, 214.00))
100.54265 <pathGenerator> [DEBUG]:	(Angle to target: 2.56 rad)
100.54265 <pathGenerator> [DEBUG]:	(Rotation applied: -0.60 rad)
100.54265 <pathGenerator> [DEBUG]:	(Movement: 230.90 px)
100.54571 <client sender> [STATUS]:	(create rotate -0.604923223509594)
100.54571 <client sender> [COMMAND]:	(sending command rotate 11.553182545516238)
100.54571 <client sender> [STATUS]:	(has ball False)
101.07914 <client reciever> [RESPONSE]:	(modified OK)
101.07914 <client Loop> [FPS]:	(1.7470312201924512)
101.07914 <client Loop> [STATUS]:	(generating frame)
101.11320 <pathGenerator> [DEBUG]:	(adjusted target)
101.11320 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
101.11320 <pathGenerator> [DEBUG]:	(From:   (385.00, 168.00))
101.11320 <pathGenerator> [DEBUG]:	(Angle to target: 2.87 rad)
101.11320 <pathGenerator> [DEBUG]:	(Rotation applied: 2.04 rad)
101.11320 <pathGenerator> [DEBUG]:	(Movement: 255.78 px)
101.11622 <client sender> [STATUS]:	(create rotate 2.044099002601854)
101.11622 <client sender> [COMMAND]:	(sending command rotate -39.03941525199577)
101.11622 <client sender> [STATUS]:	(has ball False)
101.29824 <client reciever> [RESPONSE]:	(modified OK)
101.29844 <client Loop> [FPS]:	(4.559898415349023)
101.29844 <client Loop> [STATUS]:	(generating frame)
101.33184 <pathGenerator> [DEBUG]:	(adjusted target)
